ID=#000 ask | Word=ask | Type=Cluster Reduction | Expected=æ,s,k -> Child=æ,k | Detail=/s/ deleted (-> Ø) in cluster | ExpectedPos=Final | Detected=Cluster Reduction | Positions=['Final'] | Details=['/s/ deleted (-> Ø) in cluster'] | WhatWentWrong=None | ExpectedDetail=/s/ deleted (-> Ø) in cluster | Logic=detection/detectors/deletion.py:17 (detect_cluster_reduction) | Status=Flagged Error
ID=#062 cube | Word=cube | Type=Final Consonant Deletion | Expected=k,j,u,b -> Child=k,j,u | Detail=/b/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/b/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/b/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#063 dog | Word=dog | Type=Final Consonant Deletion | Expected=d,ɔ,ɡ -> Child=d,ɔ | Detail=/ɡ/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/ɡ/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#064 dome | Word=dome | Type=Final Consonant Deletion | Expected=d,oʊ,m -> Child=d,oʊ | Detail=/m/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/m/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/m/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#065 dove | Word=dove | Type=Final Consonant Deletion | Expected=d,ʌ,v -> Child=d,ʌ | Detail=/v/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/v/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#066 egg | Word=egg | Type=Final Consonant Deletion | Expected=ɛ,ɡ -> Child=ɛ | Detail=/ɡ/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/ɡ/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#067 fish | Word=fish | Type=Final Consonant Deletion | Expected=f,ɪ,ʃ -> Child=f,ɪ | Detail=/ʃ/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/ʃ/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/ʃ/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#068 five | Word=five | Type=Final Consonant Deletion | Expected=f,aɪ,v -> Child=f,aɪ | Detail=/v/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/v/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#069 game | Word=game | Type=Final Consonant Deletion | Expected=ɡ,eɪ,m -> Child=ɡ,eɪ | Detail=/m/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/m/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/m/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#070 goose | Word=goose | Type=Final Consonant Deletion | Expected=ɡ,u,s -> Child=ɡ,u | Detail=/s/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/s/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/s/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#071 hat | Word=hat | Type=Final Consonant Deletion | Expected=h,æ,t -> Child=h,æ | Detail=/t/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/t/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/t/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#072 hive | Word=hive | Type=Final Consonant Deletion | Expected=h,aɪ,v -> Child=h,aɪ | Detail=/v/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/v/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#073 hum | Word=hum | Type=Final Consonant Deletion | Expected=h,ʌ,m -> Child=h,ʌ | Detail=/m/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/m/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/m/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#074 jade | Word=jade | Type=Final Consonant Deletion | Expected=dʒ,eɪ,d -> Child=dʒ,eɪ | Detail=/d/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/d/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/d/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#075 laugh | Word=laugh | Type=Final Consonant Deletion | Expected=l,æ,f -> Child=l,æ | Detail=/f/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/f/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/f/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#076 leg | Word=leg | Type=Final Consonant Deletion | Expected=l,ɛ,ɡ -> Child=l,ɛ | Detail=/ɡ/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/ɡ/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#077 loam | Word=loam | Type=Final Consonant Deletion | Expected=l,oʊ,m -> Child=l,oʊ | Detail=/m/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/m/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/m/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#078 map | Word=map | Type=Final Consonant Deletion | Expected=m,æ,p -> Child=m,æ | Detail=/p/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/p/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/p/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#079 moon | Word=moon | Type=Final Consonant Deletion | Expected=m,u,n -> Child=m,u | Detail=/n/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/n/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/n/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#080 mouse | Word=mouse | Type=Final Consonant Deletion | Expected=m,aʊ,s -> Child=m,aʊ | Detail=/s/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/s/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/s/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#081 mouth | Word=mouth | Type=Final Consonant Deletion | Expected=m,aʊ,θ -> Child=m,aʊ | Detail=/θ/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/θ/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/θ/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#082 nine | Word=nine | Type=Final Consonant Deletion | Expected=n,aɪ,n -> Child=n,aɪ | Detail=/n/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/n/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/n/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#083 nose | Word=nose | Type=Final Consonant Deletion | Expected=n,oʊ,z -> Child=n,oʊ | Detail=/z/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/z/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/z/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#084 olive | Word=olive | Type=Final Consonant Deletion | Expected=ɑ,l,ɪ,v -> Child=ɑ,l,ɪ | Detail=/v/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/v/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#085 pen | Word=pen | Type=Final Consonant Deletion | Expected=p,ɛ,n -> Child=p,ɛ | Detail=/n/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/n/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/n/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#086 ring | Word=ring | Type=Final Consonant Deletion | Expected=r,ɪ,ŋ -> Child=r,ɪ | Detail=/ŋ/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/ŋ/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/ŋ/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#087 roof | Word=roof | Type=Final Consonant Deletion | Expected=r,u,f -> Child=r,u | Detail=/f/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/f/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/f/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#088 room | Word=room | Type=Final Consonant Deletion | Expected=r,u,m -> Child=r,u | Detail=/m/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/m/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/m/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#089 rope | Word=rope | Type=Final Consonant Deletion | Expected=r,oʊ,p -> Child=r,oʊ | Detail=/p/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/p/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/p/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#090 sieve | Word=sieve | Type=Final Consonant Deletion | Expected=s,ɪ,v -> Child=s,ɪ | Detail=/v/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/v/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#091 soap | Word=soap | Type=Final Consonant Deletion | Expected=s,oʊ,p -> Child=s,oʊ | Detail=/p/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/p/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/p/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#092 soup | Word=soup | Type=Final Consonant Deletion | Expected=s,u,p -> Child=s,u | Detail=/p/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/p/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/p/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#093 star | Word=star | Type=Final Consonant Deletion | Expected=s,t,ɑ,r -> Child=s,t,ɑ | Detail=/r/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/r/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/r/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#094 tame | Word=tame | Type=Final Consonant Deletion | Expected=t,eɪ,m -> Child=t,eɪ | Detail=/m/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/m/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/m/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#095 teeth | Word=teeth | Type=Final Consonant Deletion | Expected=t,i,θ -> Child=t,i | Detail=/θ/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/θ/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/θ/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#096 watch | Word=watch | Type=Final Consonant Deletion | Expected=w,ɑ,tʃ -> Child=w,ɑ | Detail=/tʃ/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/tʃ/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#097 wave | Word=wave | Type=Final Consonant Deletion | Expected=w,eɪ,v -> Child=w,eɪ | Detail=/v/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/v/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#098 web | Word=web | Type=Final Consonant Deletion | Expected=w,ɛ,b -> Child=w,ɛ | Detail=/b/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/b/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/b/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#099 wove | Word=wove | Type=Final Consonant Deletion | Expected=w,oʊ,v -> Child=w,oʊ | Detail=/v/ deleted (-> Ø) word-finally | ExpectedPos=Final | Detected=Final Consonant Deletion | Positions=['Final'] | Details=['/v/ deleted (-> Ø) word-finally'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-finally | Logic=detection/detectors/deletion.py:38 (detect_final_consonant_deletion) | Status=Flagged Error
ID=#100 bear | Word=bear | Type=Initial Consonant Deletion | Expected=b,ɛ,r -> Child=ɛ,r | Detail=/b/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/b/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/b/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#101 chum | Word=chum | Type=Initial Consonant Deletion | Expected=tʃ,ʌ,m -> Child=ʌ,m | Detail=/tʃ/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/tʃ/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#102 cot | Word=cot | Type=Initial Consonant Deletion | Expected=k,ɑ,t -> Child=ɑ,t | Detail=/k/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/k/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/k/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#103 cup | Word=cup | Type=Initial Consonant Deletion | Expected=k,ʌ,p -> Child=ʌ,p | Detail=/k/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/k/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/k/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#104 dig | Word=dig | Type=Initial Consonant Deletion | Expected=d,ɪ,ɡ -> Child=ɪ,ɡ | Detail=/d/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/d/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/d/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#105 doll | Word=doll | Type=Initial Consonant Deletion | Expected=d,ɑ,l -> Child=ɑ,l | Detail=/d/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/d/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/d/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#106 duck | Word=duck | Type=Initial Consonant Deletion | Expected=d,ʌ,k -> Child=ʌ,k | Detail=/d/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/d/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/d/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#107 fan | Word=fan | Type=Initial Consonant Deletion | Expected=f,æ,n -> Child=æ,n | Detail=/f/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/f/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/f/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
